1990.08 4.0545117E-10
1990.17 4.1242659E-10
1990.25 4.1158826E-10
1990.33 4.0262452E-10
1990.42 3.9058659E-10
1990.50 3.8424419E-10
1990.58 3.8870979E-10
1990.67 4.0115361E-10
1990.75 4.0952780E-10
1990.83 4.1236836E-10
1990.92 4.0668188E-10
1991.00 4.0446826E-10
1991.08 4.0709328E-10
1991.17 4.1463635E-10
1991.25 4.1353751E-10
1991.33 4.0723100E-10
1991.42 3.9451423E-10
1991.50 3.8685388E-10
1991.58 3.8662215E-10
1991.67 3.9610437E-10
1991.75 4.0533182E-10
1991.83 4.0889162E-10
1991.92 4.0669643E-10
1992.00 4.0152323E-10
1992.08 4.0123199E-10
1992.17 4.1103895E-10
1992.25 4.1642254E-10
1992.33 4.0933540E-10
1992.42 3.9612938E-10
1992.50 3.8732625E-10
1992.58 3.8805245E-10
1992.67 3.9347819E-10
1992.75 4.0339387E-10
1992.83 4.0890358E-10
1992.92 4.0663350E-10
1993.00 4.0308384E-10
1993.08 4.0551063E-10
1993.17 4.1210010E-10
1993.25 4.1828313E-10
1993.33 4.1403878E-10
1993.42 4.0191891E-10
1993.50 3.9073172E-10
1993.58 3.8844952E-10
1993.67 3.9405687E-10
1993.75 4.0479775E-10
1993.83 4.1157497E-10
1993.92 4.1080803E-10
1994.00 4.0673007E-10
1994.08 4.0420475E-10
1994.17 4.0925963E-10
1994.25 4.1383522E-10
1994.33 4.1039716E-10
1994.42 4.0048417E-10
1994.50 3.8964626E-10
1994.58 3.8328499E-10
1994.67 3.8909362E-10
1994.75 3.9786907E-10
1994.83 4.0630779E-10
1994.92 4.0710280E-10
1995.00 4.0364639E-10
1995.08 4.0153314E-10
1995.17 4.0604456E-10
1995.25 4.1465290E-10
1995.33 4.1287415E-10
1995.42 4.0303727E-10
1995.50 3.9088971E-10
1995.58 3.8605821E-10
1995.67 3.8915859E-10
1995.75 3.9854045E-10
1995.83 4.0730777E-10
1995.92 4.0941744E-10
1996.00 4.0648318E-10
1996.08 4.0316345E-10
1996.17 4.0523154E-10
1996.25 4.1048734E-10
1996.33 4.1051698E-10
1996.42 4.0399756E-10
1996.50 3.9191234E-10
1996.58 3.8313966E-10
1996.67 3.8422232E-10
1996.75 3.9287248E-10
1996.83 4.0174303E-10
1996.92 4.0430626E-10
1997.00 4.0082612E-10
1997.08 3.9779172E-10
1997.17 4.0287812E-10
1997.25 4.0930159E-10
1997.33 4.0987855E-10
1997.42 4.0220113E-10
1997.50 3.9213968E-10
1997.58 3.8315009E-10
1997.67 3.8364004E-10
1997.75 3.9328929E-10
1997.83 4.0368922E-10
1997.92 4.0713419E-10
1998.00 4.0468454E-10
1998.08 3.9869463E-10
1998.17 3.9928330E-10
1998.25 4.0451645E-10
1998.33 4.1038151E-10
1998.42 4.0632767E-10
1998.50 3.9448819E-10
1998.58 3.8445180E-10
1998.67 3.8291054E-10
1998.75 3.8946840E-10
1998.83 3.9955317E-10
1998.92 4.0450135E-10
1999.00 4.0239592E-10
1999.08 3.9866174E-10
1999.17 3.9668926E-10
1999.25 4.0437123E-10
1999.33 4.1087844E-10
1999.42 4.0574116E-10
1999.50 3.9412912E-10
1999.58 3.8481396E-10
1999.67 3.8322051E-10
1999.75 3.8888873E-10
1999.83 4.0075709E-10
1999.92 4.0784176E-10
2000.00 4.0805459E-10
2000.08 4.0538348E-10
2000.17 4.0368611E-10
2000.25 4.0718667E-10
2000.33 4.1334178E-10
2000.42 4.1187473E-10
2000.50 4.0041181E-10
2000.58 3.9030684E-10
2000.67 3.8604026E-10
2000.75 3.9281003E-10
2000.83 4.0253581E-10
2000.92 4.1069173E-10
2001.00 4.1156134E-10
2001.08 4.0988107E-10
2001.17 4.0518927E-10
2001.25 4.0673090E-10
2001.33 4.1453130E-10
2001.42 4.1261139E-10
2001.50 4.0301398E-10
2001.58 3.8984069E-10
2001.67 3.8561038E-10
2001.75 3.8956666E-10
2001.83 3.9797055E-10
2001.92 4.0864223E-10
2002.00 4.1012366E-10
2002.08 4.0605375E-10
2002.17 4.0361317E-10
2002.25 4.0734960E-10
