     Raw        IMF5_6_Perc
8.42000e-10   0.125105576623
8.50700e-10   0.114760929461
8.47600e-10   0.105505822682
8.37600e-10   0.097291167105
8.24300e-10   0.090072662737
8.20600e-10   0.083810798772
8.27300e-10   0.078467261701
8.40500e-10   0.073992962344
8.48500e-10   0.070363236379
8.47200e-10   0.067515584896
8.41400e-10   0.065425104115
8.41400e-10   0.064043423233
8.47700e-10   0.063331031443
8.54300e-10   0.063240036862
8.48300e-10   0.063745296249
8.35700e-10   0.064784550153
8.24400e-10   0.066332655336
8.21000e-10   0.068341719913
8.28800e-10   0.070784206048
8.40500e-10   0.073585881321
8.45200e-10   0.076734772761
8.43900e-10   0.080182988482
8.37800e-10   0.083882636599
8.38000e-10   0.087809771170
8.48300e-10   0.091892554367
8.52600e-10   0.096119013220
8.45400e-10   0.100429282871
8.29700e-10   0.104823363321
8.22300e-10   0.109145605943
8.23600e-10   0.113443902623
8.34100e-10   0.117718253360
8.42600e-10   0.121836955471
8.45400e-10   0.125811981927
8.41000e-10   0.129523603016
8.39700e-10   0.133067602507
8.45400e-10   0.136354183116
8.53700e-10   0.139240866485
8.53500e-10   0.141731244506
8.43200e-10   0.143945046890
8.29100e-10   0.145641616917
8.23900e-10   0.146937092406
8.28300e-10   0.147711743646
8.40100e-10   0.147964373340
8.47900e-10   0.147812316605
8.47300e-10   0.147134287243
8.43100e-10   0.146049895237
8.41000e-10   0.144435938712
8.46900e-10   0.142293974154
8.50500e-10   0.139740139386
8.44700e-10   0.136653507397
8.34500e-10   0.133272340315
8.23700e-10   0.129332035476
8.19000e-10   0.125021765825
8.28000e-10   0.120328361093
8.37000e-10   0.115203929397
8.44900e-10   0.109696362621
8.41900e-10   0.103805660764
8.38200e-10   0.097555769770
8.39500e-10   0.090958662610
8.48700e-10   0.083990393340
8.51600e-10   0.076686880876
8.42600e-10   0.069036152245
8.28800e-10   0.061038207448
8.23000e-10   0.052684665405
8.23500e-10   0.043992288275
8.33600e-10   0.034949103088
8.43300e-10   0.025622158482
8.46300e-10   0.016019835537
